Zbiór witryn,Nazwa witryny,Nazwa listy,Nazwa przepływu pracy,Rodzaj przepływu pracy,Zmodyfikowane przez,Zmodyfikowane,Wersja,Ostatnia zapisana wersja,WebApplicationId,SiteId,Adres URL witryny,WorkflowUrl,WorkflowId,ListId,ListUrl,Liczba dni od ostatniej modyfikacji
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2023-02-02 09:50:08),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,3490bd1f-0de9-411e-ad75-53d20a1cf24a,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 17:54:11),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,fba01355-3663-4402-8f91-55448128c07d,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 09:09:13),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,bdb20324-4d77-4821-9540-5563f765cde3,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 15:54:29),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,d5689804-7665-48c0-9e80-567d4e96200f,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2023-02-28 11:52:21),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,37081a81-32e6-42d2-9743-57408d86b3e6,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 17:10:19),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,555ff31e-caa2-43a4-bab8-5992d840f11c,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-25 14:09:40),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,58b01a42-3b7c-4c00-95ef-5ca1a481acd3,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF004 (poprzednia wersja: 2021-09-08 13:18:29),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,54e4a409-4d41-4b7a-b55f-5d37a8410ae0,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 11:01:10),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,ccef2f32-7f79-4ffa-998b-5dbee3937261,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-26 10:33:00),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,24686cff-2511-4d0b-9856-5e472079385f,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2023-02-28 12:10:15),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,0a38f568-f34c-4517-ad6f-5e75c49d2a32,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-09-16 11:01:34),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,742e83d9-2723-49f6-afaf-5eec33d503a3,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF006 - SIZCOM1 (NOWY) (poprzednia wersja: 2022-01-27 14:45:27),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,94682e98-10e8-4854-aa09-60ad52fabb3f,,,0
https://teams.sp.creditagricole/team/ITMM,System Informacji Zarządczej IT,,NWF004 (poprzednia wersja: 2021-09-10 08:27:19),Przepływ pracy witryny,,2026-09-25 12:15:12,1.0,1.0,,,https://teams.sp.creditagricole/team/ITMM,,153958bc-5fdb-4757-97ae-60feaedd5631,,,0
